ID,Vehicles
20170708054,11
20170708061,48
20170708062,15
20170708063,92
20170708064,11
20170708071,52
20170708072,16
20170708073,94
20170708074,11
20170708081,60
20170708082,17
20170708083,96
20170708084,13
20170708091,72
20170708092,20
20170708093,101
20170708094,15
20170708101,84
20170708102,22
20170708103,104
20170708104,17
20170708111,94
20170708112,25
20170708113,107
20170708114,19
20170708121,97
20170708122,27
20170708123,107
20170708124,20
20170708131,91
20170708132,27
20170708133,106
20170708134,20
20170708141,101
20170708142,29
20170708143,106
20170708144,20
20170708151,98
20170708152,29
20170708153,106
20170708154,20
20170708161,96
20170708162,27
20170708163,106
20170708164,19
20170708171,99
20170708172,28
20170708173,107
20170708174,19
20170708181,105
20170708182,29
20170708183,110
20170708184,19
20170708191,106
20170708192,29
20170708193,113
20170708194,18
20170708201,96
20170708202,29
20170708203,114
20170708204,19
20170708211,93
20170708212,28
20170708213,111
20170708214,19
20170708221,89
20170708222,27
20170708223,104
20170708224,19
20170708231,82
20170708232,25
20170708233,101
20170708234,18
20170709001,69
20170709002,23
20170709003,86
20170709004,16
20170709011,58
20170709012,21
20170709013,81
20170709014,13
20170709021,47
20170709022,18
20170709023,87
20170709024,11
20170709031,37
20170709032,14
20170709033,86
20170709034,10
20170709041,31
20170709042,11
20170709043,85
20170709044,10
20170709051,29
20170709052,9
20170709053,84
20170709054,10
20170709061,31
20170709062,9
20170709063,85
20170709064,10
20170709071,36
20170709072,11
20170709073,87
20170709074,10
20170709081,45
20170709082,13
20170709083,89
20170709084,11
20170709091,59
20170709092,15
20170709093,93
20170709094,13
20170709101,74
20170709102,18
20170709103,97
20170709104,16
20170709111,86
20170709112,22
20170709113,99
20170709114,18
20170709121,91
20170709122,24
20170709123,99
20170709124,19
20170709131,87
20170709132,26
20170709133,99
20170709134,19
20170709141,99
20170709142,27
20170709143,98
20170709144,19
20170709151,98
20170709152,28
20170709153,98
20170709154,19
20170709161,98
20170709162,28
20170709163,98
20170709164,19
20170709171,104
20170709172,29
20170709173,99
20170709174,18
20170709181,111
20170709182,31
20170709183,102
20170709184,18
20170709191,115
20170709192,32
20170709193,106
20170709194,18
20170709201,107
20170709202,33
20170709203,106
20170709204,18
20170709211,106
20170709212,33
20170709213,105
20170709214,19
20170709221,104
20170709222,32
20170709223,97
20170709224,19
20170709231,99
20170709232,31
20170709233,94
20170709234,18
20170710001,88
20170710002,30
20170710003,75
20170710004,16
20170710011,79
20170710012,28
20170710013,66
20170710014,13
20170710021,69
20170710022,25
20170710023,76
20170710024,11
20170710031,62
20170710032,22
20170710033,76
20170710034,10
20170710041,58
20170710042,20
20170710043,75
20170710044,10
20170710051,57
20170710052,19
20170710053,75
20170710054,10
20170710061,60
20170710062,19
20170710063,76
20170710064,11
20170710071,67
20170710072,21
20170710073,78
20170710074,11
20170710081,78
20170710082,24
20170710083,80
20170710084,13
20170710091,94
20170710092,27
20170710093,85
20170710094,15
20170710101,112
20170710102,31
20170710103,88
20170710104,18
20170710111,125
20170710112,35
20170710113,91
20170710114,20
20170710121,129
20170710122,38
20170710123,91
20170710124,21
20170710131,122
20170710132,39
20170710133,91
20170710134,21
20170710141,137
20170710142,42
20170710143,91
20170710144,21
20170710151,134
20170710152,42
20170710153,90
20170710154,21
20170710161,134
20170710162,42
20170710163,91
20170710164,21
20170710171,140
20170710172,43
20170710173,91
20170710174,21
20170710181,149
20170710182,45
20170710183,93
20170710184,21
20170710191,152
20170710192,46
20170710193,94
20170710194,21
20170710201,137
20170710202,46
20170710203,94
20170710204,21
20170710211,134
20170710212,46
20170710213,95
20170710214,22
20170710221,131
20170710222,45
20170710223,89
20170710224,22
20170710231,125
20170710232,43
20170710233,87
20170710234,21
20170711001,114
20170711002,41
20170711003,77
20170711004,18
20170711011,104
20170711012,39
20170711013,68
20170711014,16
20170711021,93
20170711022,35
20170711023,78
20170711024,13
20170711031,84
20170711032,32
20170711033,78
20170711034,13
20170711041,78
20170711042,29
20170711043,77
20170711044,12
20170711051,75
20170711052,27
20170711053,77
20170711054,12
20170711061,77
20170711062,27
20170711063,78
20170711064,12
20170711071,82
20170711072,29
20170711073,79
20170711074,13
20170711081,91
20170711082,31
20170711083,82
20170711084,14
20170711091,104
20170711092,33
20170711093,86
20170711094,17
20170711101,119
20170711102,36
20170711103,89
20170711104,19
20170711111,130
20170711112,40
20170711113,92
20170711114,21
20170711121,133
20170711122,42
20170711123,92
20170711124,22
20170711131,126
20170711132,43
20170711133,92
20170711134,22
20170711141,140
20170711142,45
20170711143,91
20170711144,22
20170711151,136
20170711152,45
20170711153,91
20170711154,21
20170711161,134
20170711162,45
20170711163,91
20170711164,21
20170711171,138
20170711172,45
20170711173,91
20170711174,21
20170711181,144
20170711182,46
20170711183,93
20170711184,21
20170711191,146
20170711192,47
20170711193,94
20170711194,20
20170711201,136
20170711202,48
20170711203,94
20170711204,21
20170711211,133
20170711212,46
20170711213,94
20170711214,21
20170711221,129
20170711222,45
20170711223,89
20170711224,21
20170711231,123
20170711232,44
20170711233,86
20170711234,20
20170712001,110
20170712002,41
20170712003,76
20170712004,18
20170712011,99
20170712012,39
20170712013,67
20170712014,15
20170712021,88
20170712022,35
20170712023,77
20170712024,13
20170712031,79
20170712032,32
20170712033,77
20170712034,12
20170712041,72
20170712042,28
20170712043,76
20170712044,12
20170712051,70
20170712052,26
20170712053,76
20170712054,12
20170712061,72
20170712062,26
20170712063,77
20170712064,12
20170712071,77
20170712072,28
20170712073,78
20170712074,12
20170712081,86
20170712082,30
20170712083,81
20170712084,14
20170712091,100
20170712092,33
20170712093,85
20170712094,16
20170712101,115
20170712102,36
20170712103,89
20170712104,18
20170712111,126
20170712112,39
20170712113,91
20170712114,21
20170712121,130
20170712122,42
20170712123,92
20170712124,21
20170712131,124
20170712132,42
20170712133,92
20170712134,21
20170712141,137
20170712142,45
20170712143,91
20170712144,21
20170712151,134
20170712152,45
20170712153,91
20170712154,21
20170712161,132
20170712162,44
20170712163,91
20170712164,21
20170712171,137
20170712172,45
20170712173,91
20170712174,21
20170712181,144
20170712182,46
20170712183,93
20170712184,21
20170712191,146
20170712192,47
20170712193,95
20170712194,21
20170712201,136
20170712202,47
20170712203,95
20170712204,21
20170712211,134
20170712212,46
20170712213,95
20170712214,22
20170712221,130
20170712222,45
20170712223,90
20170712224,22
20170712231,124
20170712232,43
20170712233,87
20170712234,21
20170713001,111
20170713002,41
20170713003,78
20170713004,18
20170713011,100
20170713012,38
20170713013,69
20170713014,16
20170713021,90
20170713022,35
20170713023,79
20170713024,13
20170713031,80
20170713032,31
20170713033,80
20170713034,12
20170713041,74
20170713042,28
20170713043,79
20170713044,12
20170713051,72
20170713052,26
20170713053,79
20170713054,12
20170713061,74
20170713062,26
20170713063,79
20170713064,12
20170713071,79
20170713072,28
20170713073,81
20170713074,13
20170713081,88
20170713082,30
20170713083,84
20170713084,14
20170713091,102
20170713092,32
20170713093,88
20170713094,17
20170713101,117
20170713102,35
20170713103,92
20170713104,19
20170713111,128
20170713112,39
20170713113,94
20170713114,21
20170713121,132
20170713122,41
20170713123,95
20170713124,22
20170713131,125
20170713132,42
20170713133,94
20170713134,22
20170713141,138
20170713142,44
20170713143,94
20170713144,22
20170713151,135
20170713152,44
20170713153,93
20170713154,22
20170713161,133
20170713162,44
20170713163,94
20170713164,21
20170713171,137
20170713172,44
20170713173,94
20170713174,21
20170713181,144
20170713182,45
20170713183,96
20170713184,21
20170713191,146
20170713192,46
20170713193,98
20170713194,21
20170713201,136
20170713202,46
20170713203,98
20170713204,21
20170713211,133
20170713212,45
20170713213,97
20170713214,21
20170713221,129
20170713222,44
20170713223,91
20170713224,21
20170713231,122
20170713232,42
20170713233,89
20170713234,20
20170714001,109
20170714002,40
20170714003,79
20170714004,18
20170714011,98
20170714012,37
20170714013,69
20170714014,16
20170714021,87
20170714022,34
20170714023,79
20170714024,13
20170714031,77
20170714032,30
20170714033,79
20170714034,12
20170714041,71
20170714042,27
20170714043,78
20170714044,12
20170714051,68
20170714052,25
20170714053,78
20170714054,12
20170714061,70
20170714062,25
20170714063,79
20170714064,12
20170714071,74
20170714072,26
20170714073,80
20170714074,12
20170714081,83
20170714082,28
20170714083,83
20170714084,13
20170714091,97
20170714092,30
20170714093,87
20170714094,16
20170714101,112
20170714102,33
20170714103,90
20170714104,18
20170714111,122
20170714112,37
20170714113,92
20170714114,20
20170714121,125
20170714122,39
20170714123,93
20170714124,21
20170714131,118
20170714132,39
20170714133,92
20170714134,21
20170714141,131
20170714142,41
20170714143,92
20170714144,21
20170714151,127
20170714152,41
20170714153,91
20170714154,21
20170714161,124
20170714162,40
20170714163,91
20170714164,21
20170714171,128
20170714172,40
20170714173,92
20170714174,21
20170714181,134
20170714182,41
20170714183,96
20170714184,20
20170714191,135
20170714192,42
20170714193,98
20170714194,20
20170714201,125
20170714202,41
20170714203,99
20170714204,20
20170714211,121
20170714212,40
20170714213,97
20170714214,21
20170714221,117
20170714222,38
20170714223,91
20170714224,20
20170714231,109
20170714232,36
20170714233,88
20170714234,19
20170715001,96
20170715002,34
20170715003,92
20170715004,17
20170715011,83
20170715012,31
20170715013,86
20170715014,15
20170715021,71
20170715022,27
20170715023,95
20170715024,12
20170715031,61
20170715032,23
20170715033,96
20170715034,11
20170715041,53
20170715042,19
20170715043,95
20170715044,11
20170715051,50
20170715052,17
20170715053,94
20170715054,11
20170715061,50
20170715062,17
20170715063,95
20170715064,11
20170715071,54
20170715072,17
20170715073,97
20170715074,11
20170715081,62
20170715082,19
20170715083,99
20170715084,13
20170715091,75
20170715092,21
20170715093,103
20170715094,15
20170715101,87
20170715102,23
20170715103,107
20170715104,17
20170715111,97
20170715112,26
20170715113,109
20170715114,19
20170715121,100
20170715122,28
20170715123,110
20170715124,20
20170715131,94
20170715132,29
20170715133,109
20170715134,20
20170715141,104
20170715142,30
20170715143,109
20170715144,20
20170715151,101
20170715152,30
20170715153,108
20170715154,20
20170715161,99
20170715162,29
20170715163,108
20170715164,19
20170715171,102
20170715172,29
20170715173,109
20170715174,19
20170715181,108
20170715182,30
20170715183,113
20170715184,19
20170715191,109
20170715192,31
20170715193,116
20170715194,18
20170715201,99
20170715202,31
20170715203,117
20170715204,18
20170715211,96
20170715212,30
20170715213,114
20170715214,19
20170715221,91
20170715222,28
20170715223,107
20170715224,19
20170715231,84
20170715232,26
20170715233,104
20170715234,17
20170716001,71
20170716002,25
20170716003,89
20170716004,15
20170716011,60
20170716012,22
20170716013,84
20170716014,13
20170716021,49
20170716022,19
20170716023,89
20170716024,10
20170716031,39
20170716032,15
20170716033,88
20170716034,9
20170716041,33
20170716042,12
20170716043,87
20170716044,9
20170716051,31
20170716052,10
20170716053,87
20170716054,8
20170716061,33
20170716062,10
20170716063,88
20170716064,9
20170716071,38
20170716072,12
20170716073,89
20170716074,9
20170716081,47
20170716082,14
20170716083,92
20170716084,10
20170716091,62
20170716092,16
20170716093,96
20170716094,12
20170716101,76
20170716102,19
20170716103,99
20170716104,15
20170716111,88
20170716112,23
20170716113,101
20170716114,17
20170716121,93
20170716122,26
20170716123,102
20170716124,18
20170716131,90
20170716132,27
20170716133,101
20170716134,18
20170716141,102
20170716142,29
20170716143,100
20170716144,18
20170716151,101
20170716152,29
20170716153,100
20170716154,18
20170716161,101
20170716162,29
20170716163,100
20170716164,18
20170716171,106
20170716172,30
20170716173,101
20170716174,17
20170716181,114
20170716182,32
20170716183,104
20170716184,17
20170716191,118
20170716192,34
20170716193,108
20170716194,17
20170716201,110
20170716202,34
20170716203,108
20170716204,17
20170716211,109
20170716212,34
20170716213,107
20170716214,18
20170716221,107
20170716222,33
20170716223,99
20170716224,18
20170716231,102
20170716232,32
20170716233,96
20170716234,17
20170717001,90
20170717002,31
20170717003,77
20170717004,14
20170717011,81
20170717012,29
20170717013,68
20170717014,12
20170717021,72
20170717022,27
20170717023,78
20170717024,9
20170717031,64
20170717032,24
20170717033,78
20170717034,8
20170717041,60
20170717042,21
20170717043,78
20170717044,8
20170717051,59
20170717052,20
20170717053,77
20170717054,8
20170717061,62
20170717062,20
20170717063,78
20170717064,9
20170717071,70
20170717072,22
20170717073,80
20170717074,9
20170717081,81
20170717082,25
20170717083,82
20170717084,11
20170717091,97
20170717092,28
20170717093,87
20170717094,13
20170717101,115
20170717102,32
20170717103,90
20170717104,16
20170717111,128
20170717112,36
20170717113,93
20170717114,18
20170717121,133
20170717122,39
20170717123,93
20170717124,19
20170717131,125
20170717132,40
20170717133,93
20170717134,19
20170717141,140
20170717142,43
20170717143,93
20170717144,19
20170717151,137
20170717152,44
20170717153,92
20170717154,19
20170717161,137
20170717162,44
20170717163,92
20170717164,19
20170717171,144
20170717172,45
20170717173,92
20170717174,19
20170717181,153
20170717182,46
20170717183,94
20170717184,19
20170717191,155
20170717192,48
20170717193,96
20170717194,19
20170717201,140
20170717202,48
20170717203,96
20170717204,19
20170717211,138
20170717212,47
20170717213,96
20170717214,20
20170717221,135
20170717222,46
20170717223,91
20170717224,20
20170717231,128
20170717232,45
20170717233,88
20170717234,18
20170718001,117
20170718002,42
20170718003,78
20170718004,16
20170718011,106
20170718012,40
20170718013,70
20170718014,13
20170718021,95
20170718022,37
20170718023,80
20170718024,11
20170718031,86
20170718032,33
20170718033,80
20170718034,10
20170718041,80
20170718042,30
20170718043,79
20170718044,9
20170718051,78
20170718052,28
20170718053,78
20170718054,9
20170718061,79
20170718062,28
20170718063,79
20170718064,9
20170718071,84
20170718072,30
20170718073,81
20170718074,10
20170718081,93
20170718082,32
20170718083,83
20170718084,11
20170718091,107
20170718092,34
20170718093,87
20170718094,14
20170718101,122
20170718102,37
20170718103,91
20170718104,16
20170718111,133
20170718112,41
20170718113,93
20170718114,18
20170718121,137
20170718122,44
20170718123,93
20170718124,19
20170718131,130
20170718132,44
20170718133,93
20170718134,19
20170718141,143
20170718142,47
20170718143,93
20170718144,19
20170718151,139
20170718152,47
20170718153,92
20170718154,19
20170718161,137
20170718162,46
20170718163,92
20170718164,18
20170718171,141
20170718172,47
20170718173,92
20170718174,18
20170718181,148
20170718182,48
20170718183,94
20170718184,17
20170718191,149
20170718192,49
20170718193,95
20170718194,17
20170718201,140
20170718202,49
20170718203,95
20170718204,17
20170718211,137
20170718212,48
20170718213,95
20170718214,18
20170718221,133
20170718222,46
20170718223,90
20170718224,18
20170718231,126
20170718232,45
20170718233,87
20170718234,17
20170719001,113
20170719002,42
20170719003,77
20170719004,14
20170719011,102
20170719012,40
20170719013,68
20170719014,11
20170719021,90
20170719022,36
20170719023,78
20170719024,9
20170719031,81
20170719032,33
20170719033,78
20170719034,8
20170719041,75
20170719042,29
20170719043,77
20170719044,7
20170719051,72
20170719052,27
20170719053,77
20170719054,7
20170719061,74
20170719062,27
20170719063,78
20170719064,7
20170719071,79
20170719072,29
20170719073,79
20170719074,8
20170719081,88
20170719082,31
20170719083,82
20170719084,9
20170719091,102
20170719092,34
20170719093,86
20170719094,12
20170719101,118
20170719102,37
20170719103,89
20170719104,14
20170719111,130
20170719112,40
20170719113,92
20170719114,17
20170719121,133
20170719122,43
20170719123,92
20170719124,18
20170719131,127
20170719132,44
20170719133,92
20170719134,17
20170719141,140
20170719142,46
20170719143,92
20170719144,17
20170719151,137
20170719152,46
20170719153,91
20170719154,17
20170719161,136
20170719162,45
20170719163,92
20170719164,17
20170719171,140
20170719172,46
20170719173,92
20170719174,17
20170719181,147
20170719182,47
20170719183,94
20170719184,16
20170719191,149
20170719192,48
20170719193,95
20170719194,16
20170719201,140
20170719202,48
20170719203,95
20170719204,17
20170719211,137
20170719212,47
20170719213,96
20170719214,17
20170719221,133
20170719222,46
20170719223,90
20170719224,17
20170719231,127
20170719232,44
20170719233,88
20170719234,16
20170720001,114
20170720002,42
20170720003,78
20170720004,13
20170720011,103
20170720012,39
20170720013,69
20170720014,11
20170720021,92
20170720022,36
20170720023,79
20170720024,8
20170720031,83
20170720032,32
20170720033,80
20170720034,7
20170720041,76
20170720042,28
20170720043,79
20170720044,7
20170720051,74
20170720052,27
20170720053,79
20170720054,7
20170720061,76
20170720062,27
20170720063,80
20170720064,7
20170720071,81
20170720072,28
20170720073,81
20170720074,7
20170720081,90
20170720082,30
20170720083,84
20170720084,9
20170720091,104
20170720092,33
20170720093,88
20170720094,11
20170720101,120
20170720102,36
20170720103,92
20170720104,14
20170720111,131
20170720112,40
20170720113,94
20170720114,16
20170720121,135
20170720122,42
20170720123,95
20170720124,17
20170720131,128
20170720132,43
20170720133,94
20170720134,17
20170720141,141
20170720142,45
20170720143,94
20170720144,16
20170720151,137
20170720152,45
20170720153,93
20170720154,16
20170720161,136
20170720162,44
20170720163,94
20170720164,16
20170720171,140
20170720172,45
20170720173,93
20170720174,16
20170720181,147
20170720182,46
20170720183,96
20170720184,15
20170720191,149
20170720192,47
20170720193,97
20170720194,15
20170720201,139
20170720202,47
20170720203,98
20170720204,15
20170720211,136
20170720212,46
20170720213,97
20170720214,16
20170720221,132
20170720222,45
20170720223,91
20170720224,15
20170720231,125
20170720232,43
20170720233,88
20170720234,14
20170721001,112
20170721002,41
20170721003,78
20170721004,12
20170721011,101
20170721012,38
20170721013,69
20170721014,10
20170721021,89
20170721022,34
20170721023,78
20170721024,7
20170721031,79
20170721032,30
20170721033,79
20170721034,6
20170721041,73
20170721042,27
20170721043,78
20170721044,5
20170721051,70
20170721052,25
20170721053,77
20170721054,5
20170721061,71
20170721062,25
20170721063,78
20170721064,5
20170721071,76
20170721072,26
20170721073,80
20170721074,6
20170721081,85
20170721082,28
20170721083,82
20170721084,7
20170721091,99
20170721092,31
20170721093,86
20170721094,9
20170721101,114
20170721102,33
20170721103,90
20170721104,12
20170721111,125
20170721112,37
20170721113,92
20170721114,14
20170721121,128
20170721122,39
20170721123,92
20170721124,15
20170721131,121
20170721132,40
20170721133,92
20170721134,15
20170721141,133
20170721142,42
20170721143,91
20170721144,15
20170721151,129
20170721152,42
20170721153,91
20170721154,14
20170721161,127
20170721162,40
20170721163,91
20170721164,14
20170721171,131
20170721172,41
20170721173,91
20170721174,14
20170721181,137
20170721182,41
20170721183,95
20170721184,13
20170721191,138
